Time,Year,Month,Day,Hour,Timezone,MW
2021-10-11 20:00:00+02:00,2021,10,11,20,+02:00,54750.0
2021-10-11 21:00:00+02:00,2021,10,11,21,+02:00,50550.0
2021-10-11 22:00:00+02:00,2021,10,11,22,+02:00,48100.0
2021-10-11 23:00:00+02:00,2021,10,11,23,+02:00,50400.0
2021-10-12 00:00:00+02:00,2021,10,12,0,+02:00,47950.0
2021-10-12 01:00:00+02:00,2021,10,12,1,+02:00,45400.0
2021-10-12 02:00:00+02:00,2021,10,12,2,+02:00,44850.0
2021-10-12 03:00:00+02:00,2021,10,12,3,+02:00,42600.0
2021-10-12 04:00:00+02:00,2021,10,12,4,+02:00,41600.0
2021-10-12 05:00:00+02:00,2021,10,12,5,+02:00,43150.0
2021-10-12 06:00:00+02:00,2021,10,12,6,+02:00,47900.0
2021-10-12 07:00:00+02:00,2021,10,12,7,+02:00,54700.0
2021-10-12 08:00:00+02:00,2021,10,12,8,+02:00,57000.0
2021-10-12 09:00:00+02:00,2021,10,12,9,+02:00,57450.0
2021-10-12 10:00:00+02:00,2021,10,12,10,+02:00,57350.0
2021-10-12 11:00:00+02:00,2021,10,12,11,+02:00,56900.0
2021-10-12 12:00:00+02:00,2021,10,12,12,+02:00,56750.0
2021-10-12 13:00:00+02:00,2021,10,12,13,+02:00,56100.0
2021-10-12 14:00:00+02:00,2021,10,12,14,+02:00,54000.0
2021-10-12 15:00:00+02:00,2021,10,12,15,+02:00,51900.0
2021-10-12 16:00:00+02:00,2021,10,12,16,+02:00,50350.0
2021-10-12 17:00:00+02:00,2021,10,12,17,+02:00,49450.0
2021-10-12 18:00:00+02:00,2021,10,12,18,+02:00,51400.0
2021-10-12 19:00:00+02:00,2021,10,12,19,+02:00,55950.0
2021-10-12 20:00:00+02:00,2021,10,12,20,+02:00,55950.0
2021-10-12 21:00:00+02:00,2021,10,12,21,+02:00,51650.0
2021-10-12 22:00:00+02:00,2021,10,12,22,+02:00,49500.0
2021-10-12 23:00:00+02:00,2021,10,12,23,+02:00,51550.0
2021-10-13 00:00:00+02:00,2021,10,13,0,+02:00,49050.0
2021-10-13 01:00:00+02:00,2021,10,13,1,+02:00,46200.0
2021-10-13 02:00:00+02:00,2021,10,13,2,+02:00,45300.0
2021-10-13 03:00:00+02:00,2021,10,13,3,+02:00,43050.0
2021-10-13 04:00:00+02:00,2021,10,13,4,+02:00,42250.0
2021-10-13 05:00:00+02:00,2021,10,13,5,+02:00,43700.0
2021-10-13 06:00:00+02:00,2021,10,13,6,+02:00,48100.0
2021-10-13 07:00:00+02:00,2021,10,13,7,+02:00,54400.0
2021-10-13 08:00:00+02:00,2021,10,13,8,+02:00,57250.0
2021-10-13 09:00:00+02:00,2021,10,13,9,+02:00,58150.0
2021-10-13 10:00:00+02:00,2021,10,13,10,+02:00,57950.0
2021-10-13 11:00:00+02:00,2021,10,13,11,+02:00,57800.0
2021-10-13 12:00:00+02:00,2021,10,13,12,+02:00,57950.0
2021-10-13 13:00:00+02:00,2021,10,13,13,+02:00,57450.0
2021-10-13 14:00:00+02:00,2021,10,13,14,+02:00,55000.0
2021-10-13 15:00:00+02:00,2021,10,13,15,+02:00,52700.0
2021-10-13 16:00:00+02:00,2021,10,13,16,+02:00,51550.0
2021-10-13 17:00:00+02:00,2021,10,13,17,+02:00,51000.0
2021-10-13 18:00:00+02:00,2021,10,13,18,+02:00,53150.0
2021-10-13 19:00:00+02:00,2021,10,13,19,+02:00,58100.0
2021-10-13 20:00:00+02:00,2021,10,13,20,+02:00,58100.0
2021-10-13 21:00:00+02:00,2021,10,13,21,+02:00,53950.0
2021-10-13 22:00:00+02:00,2021,10,13,22,+02:00,51550.0
2021-10-13 23:00:00+02:00,2021,10,13,23,+02:00,53500.0
2021-10-14 00:00:00+02:00,2021,10,14,0,+02:00,50350.0
2021-10-14 01:00:00+02:00,2021,10,14,1,+02:00,47800.0
2021-10-14 02:00:00+02:00,2021,10,14,2,+02:00,47100.0
2021-10-14 03:00:00+02:00,2021,10,14,3,+02:00,44650.0
2021-10-14 04:00:00+02:00,2021,10,14,4,+02:00,43550.0
2021-10-14 05:00:00+02:00,2021,10,14,5,+02:00,45100.0
2021-10-14 06:00:00+02:00,2021,10,14,6,+02:00,50000.0
2021-10-14 07:00:00+02:00,2021,10,14,7,+02:00,56700.0
2021-10-14 08:00:00+02:00,2021,10,14,8,+02:00,59300.0
2021-10-14 09:00:00+02:00,2021,10,14,9,+02:00,59800.0
2021-10-14 10:00:00+02:00,2021,10,14,10,+02:00,59250.0
2021-10-14 11:00:00+02:00,2021,10,14,11,+02:00,58600.0
2021-10-14 12:00:00+02:00,2021,10,14,12,+02:00,58450.0
2021-10-14 13:00:00+02:00,2021,10,14,13,+02:00,57550.0
2021-10-14 14:00:00+02:00,2021,10,14,14,+02:00,54750.0
2021-10-14 15:00:00+02:00,2021,10,14,15,+02:00,52700.0
2021-10-14 16:00:00+02:00,2021,10,14,16,+02:00,51150.0
2021-10-14 17:00:00+02:00,2021,10,14,17,+02:00,49950.0
2021-10-14 18:00:00+02:00,2021,10,14,18,+02:00,52350.0
2021-10-14 19:00:00+02:00,2021,10,14,19,+02:00,57400.0
2021-10-14 20:00:00+02:00,2021,10,14,20,+02:00,57250.0
2021-10-14 21:00:00+02:00,2021,10,14,21,+02:00,53650.0
2021-10-14 22:00:00+02:00,2021,10,14,22,+02:00,51800.0
2021-10-14 23:00:00+02:00,2021,10,14,23,+02:00,53700.0
2021-10-15 00:00:00+02:00,2021,10,15,0,+02:00,50950.0
2021-10-15 01:00:00+02:00,2021,10,15,1,+02:00,48200.0
2021-10-15 02:00:00+02:00,2021,10,15,2,+02:00,47300.0
2021-10-15 03:00:00+02:00,2021,10,15,3,+02:00,45000.0
2021-10-15 04:00:00+02:00,2021,10,15,4,+02:00,44000.0
2021-10-15 05:00:00+02:00,2021,10,15,5,+02:00,45550.0
2021-10-15 06:00:00+02:00,2021,10,15,6,+02:00,50050.0
2021-10-15 07:00:00+02:00,2021,10,15,7,+02:00,56550.0
2021-10-15 08:00:00+02:00,2021,10,15,8,+02:00,59350.0
2021-10-15 09:00:00+02:00,2021,10,15,9,+02:00,59550.0
2021-10-15 10:00:00+02:00,2021,10,15,10,+02:00,58850.0
2021-10-15 11:00:00+02:00,2021,10,15,11,+02:00,58200.0
2021-10-15 12:00:00+02:00,2021,10,15,12,+02:00,57950.0
2021-10-15 13:00:00+02:00,2021,10,15,13,+02:00,57350.0
2021-10-15 14:00:00+02:00,2021,10,15,14,+02:00,54700.0
2021-10-15 15:00:00+02:00,2021,10,15,15,+02:00,52250.0
2021-10-15 16:00:00+02:00,2021,10,15,16,+02:00,50500.0
2021-10-15 17:00:00+02:00,2021,10,15,17,+02:00,49550.0
2021-10-15 18:00:00+02:00,2021,10,15,18,+02:00,51200.0
2021-10-15 19:00:00+02:00,2021,10,15,19,+02:00,55350.0
2021-10-15 20:00:00+02:00,2021,10,15,20,+02:00,55500.0
2021-10-15 21:00:00+02:00,2021,10,15,21,+02:00,51850.0
2021-10-15 22:00:00+02:00,2021,10,15,22,+02:00,49950.0
2021-10-15 23:00:00+02:00,2021,10,15,23,+02:00,52650.0
2021-10-16 00:00:00+02:00,2021,10,16,0,+02:00,48900.0
2021-10-16 01:00:00+02:00,2021,10,16,1,+02:00,45500.0
2021-10-16 02:00:00+02:00,2021,10,16,2,+02:00,44150.0
2021-10-16 03:00:00+02:00,2021,10,16,3,+02:00,41600.0
2021-10-16 04:00:00+02:00,2021,10,16,4,+02:00,40450.0
2021-10-16 05:00:00+02:00,2021,10,16,5,+02:00,40750.0
2021-10-16 06:00:00+02:00,2021,10,16,6,+02:00,42600.0
2021-10-16 07:00:00+02:00,2021,10,16,7,+02:00,45000.0
2021-10-16 08:00:00+02:00,2021,10,16,8,+02:00,47050.0
2021-10-16 09:00:00+02:00,2021,10,16,9,+02:00,49450.0
2021-10-16 10:00:00+02:00,2021,10,16,10,+02:00,50600.0
2021-10-16 11:00:00+02:00,2021,10,16,11,+02:00,50500.0
2021-10-16 12:00:00+02:00,2021,10,16,12,+02:00,51450.0
2021-10-16 13:00:00+02:00,2021,10,16,13,+02:00,51250.0
2021-10-16 14:00:00+02:00,2021,10,16,14,+02:00,48350.0
2021-10-16 15:00:00+02:00,2021,10,16,15,+02:00,45900.0
2021-10-16 16:00:00+02:00,2021,10,16,16,+02:00,44300.0
2021-10-16 17:00:00+02:00,2021,10,16,17,+02:00,43500.0
2021-10-16 18:00:00+02:00,2021,10,16,18,+02:00,45500.0
2021-10-16 19:00:00+02:00,2021,10,16,19,+02:00,49650.0
2021-10-16 20:00:00+02:00,2021,10,16,20,+02:00,50500.0
2021-10-16 21:00:00+02:00,2021,10,16,21,+02:00,47450.0
2021-10-16 22:00:00+02:00,2021,10,16,22,+02:00,46450.0
2021-10-16 23:00:00+02:00,2021,10,16,23,+02:00,49900.0
2021-10-17 00:00:00+02:00,2021,10,17,0,+02:00,47850.0
2021-10-17 01:00:00+02:00,2021,10,17,1,+02:00,44750.0
2021-10-17 02:00:00+02:00,2021,10,17,2,+02:00,43750.0
2021-10-17 03:00:00+02:00,2021,10,17,3,+02:00,41200.0
2021-10-17 04:00:00+02:00,2021,10,17,4,+02:00,40150.0
2021-10-17 05:00:00+02:00,2021,10,17,5,+02:00,40250.0
2021-10-17 06:00:00+02:00,2021,10,17,6,+02:00,41450.0
2021-10-17 07:00:00+02:00,2021,10,17,7,+02:00,43200.0
2021-10-17 08:00:00+02:00,2021,10,17,8,+02:00,44250.0
2021-10-17 09:00:00+02:00,2021,10,17,9,+02:00,46200.0
2021-10-17 10:00:00+02:00,2021,10,17,10,+02:00,47950.0
2021-10-17 11:00:00+02:00,2021,10,17,11,+02:00,48600.0
2021-10-17 12:00:00+02:00,2021,10,17,12,+02:00,49900.0
2021-10-17 13:00:00+02:00,2021,10,17,13,+02:00,49500.0
2021-10-17 14:00:00+02:00,2021,10,17,14,+02:00,45400.0
2021-10-17 15:00:00+02:00,2021,10,17,15,+02:00,42750.0
2021-10-17 16:00:00+02:00,2021,10,17,16,+02:00,40950.0
2021-10-17 17:00:00+02:00,2021,10,17,17,+02:00,40850.0
2021-10-17 18:00:00+02:00,2021,10,17,18,+02:00,43350.0
2021-10-17 19:00:00+02:00,2021,10,17,19,+02:00,48900.0
2021-10-17 20:00:00+02:00,2021,10,17,20,+02:00,50600.0
2021-10-17 21:00:00+02:00,2021,10,17,21,+02:00,47500.0
2021-10-17 22:00:00+02:00,2021,10,17,22,+02:00,46100.0
2021-10-17 23:00:00+02:00,2021,10,17,23,+02:00,49050.0
2021-10-18 00:00:00+02:00,2021,10,18,0,+02:00,46800.0
2021-10-18 01:00:00+02:00,2021,10,18,1,+02:00,44150.0
2021-10-18 02:00:00+02:00,2021,10,18,2,+02:00,43300.0
2021-10-18 03:00:00+02:00,2021,10,18,3,+02:00,41150.0
2021-10-18 04:00:00+02:00,2021,10,18,4,+02:00,40500.0
2021-10-18 05:00:00+02:00,2021,10,18,5,+02:00,42300.0
2021-10-18 06:00:00+02:00,2021,10,18,6,+02:00,47050.0
2021-10-18 07:00:00+02:00,2021,10,18,7,+02:00,53800.0
2021-10-18 08:00:00+02:00,2021,10,18,8,+02:00,56300.0
2021-10-18 09:00:00+02:00,2021,10,18,9,+02:00,56850.0
2021-10-18 10:00:00+02:00,2021,10,18,10,+02:00,56700.0
2021-10-18 11:00:00+02:00,2021,10,18,11,+02:00,56550.0
2021-10-18 12:00:00+02:00,2021,10,18,12,+02:00,56450.0
2021-10-18 13:00:00+02:00,2021,10,18,13,+02:00,56200.0
2021-10-18 14:00:00+02:00,2021,10,18,14,+02:00,54150.0
2021-10-18 15:00:00+02:00,2021,10,18,15,+02:00,51850.0
2021-10-18 16:00:00+02:00,2021,10,18,16,+02:00,50350.0
2021-10-18 17:00:00+02:00,2021,10,18,17,+02:00,49250.0
2021-10-18 18:00:00+02:00,2021,10,18,18,+02:00,51300.0
2021-10-18 19:00:00+02:00,2021,10,18,19,+02:00,56500.0
2021-10-18 20:00:00+02:00,2021,10,18,20,+02:00,55850.0
2021-10-18 21:00:00+02:00,2021,10,18,21,+02:00,51150.0
2021-10-18 22:00:00+02:00,2021,10,18,22,+02:00,48500.0
2021-10-18 23:00:00+02:00,2021,10,18,23,+02:00,50600.0
2021-10-19 00:00:00+02:00,2021,10,19,0,+02:00,47650.0
2021-10-19 01:00:00+02:00,2021,10,19,1,+02:00,44550.0
2021-10-19 02:00:00+02:00,2021,10,19,2,+02:00,43700.0
2021-10-19 03:00:00+02:00,2021,10,19,3,+02:00,41400.0
2021-10-19 04:00:00+02:00,2021,10,19,4,+02:00,40550.0
2021-10-19 05:00:00+02:00,2021,10,19,5,+02:00,41950.0
2021-10-19 06:00:00+02:00,2021,10,19,6,+02:00,46300.0
2021-10-19 07:00:00+02:00,2021,10,19,7,+02:00,53000.0
2021-10-19 08:00:00+02:00,2021,10,19,8,+02:00,55500.0
2021-10-19 09:00:00+02:00,2021,10,19,9,+02:00,55650.0
2021-10-19 10:00:00+02:00,2021,10,19,10,+02:00,55350.0
2021-10-19 11:00:00+02:00,2021,10,19,11,+02:00,55200.0
2021-10-19 12:00:00+02:00,2021,10,19,12,+02:00,55250.0
2021-10-19 13:00:00+02:00,2021,10,19,13,+02:00,55000.0
2021-10-19 14:00:00+02:00,2021,10,19,14,+02:00,53200.0
2021-10-19 15:00:00+02:00,2021,10,19,15,+02:00,51600.0
2021-10-19 16:00:00+02:00,2021,10,19,16,+02:00,50550.0
2021-10-19 17:00:00+02:00,2021,10,19,17,+02:00,49400.0
2021-10-19 18:00:00+02:00,2021,10,19,18,+02:00,50750.0
2021-10-19 19:00:00+02:00,2021,10,19,19,+02:00,55300.0
2021-10-19 20:00:00+02:00,2021,10,19,20,+02:00,53650.0
2021-10-19 21:00:00+02:00,2021,10,19,21,+02:00,48950.0
2021-10-19 22:00:00+02:00,2021,10,19,22,+02:00,46350.0
2021-10-19 23:00:00+02:00,2021,10,19,23,+02:00,49000.0
2021-10-20 00:00:00+02:00,2021,10,20,0,+02:00,46150.0
2021-10-20 01:00:00+02:00,2021,10,20,1,+02:00,43050.0
2021-10-20 02:00:00+02:00,2021,10,20,2,+02:00,42200.0
2021-10-20 03:00:00+02:00,2021,10,20,3,+02:00,39950.0
2021-10-20 04:00:00+02:00,2021,10,20,4,+02:00,39100.0
2021-10-20 05:00:00+02:00,2021,10,20,5,+02:00,40250.0
2021-10-20 06:00:00+02:00,2021,10,20,6,+02:00,44200.0
2021-10-20 07:00:00+02:00,2021,10,20,7,+02:00,50250.0
2021-10-20 08:00:00+02:00,2021,10,20,8,+02:00,52950.0
2021-10-20 09:00:00+02:00,2021,10,20,9,+02:00,53250.0
2021-10-20 10:00:00+02:00,2021,10,20,10,+02:00,53500.0
2021-10-20 11:00:00+02:00,2021,10,20,11,+02:00,54100.0
2021-10-20 12:00:00+02:00,2021,10,20,12,+02:00,54950.0
2021-10-20 13:00:00+02:00,2021,10,20,13,+02:00,54800.0
2021-10-20 14:00:00+02:00,2021,10,20,14,+02:00,53000.0
2021-10-20 15:00:00+02:00,2021,10,20,15,+02:00,51450.0
2021-10-20 16:00:00+02:00,2021,10,20,16,+02:00,50100.0
2021-10-20 17:00:00+02:00,2021,10,20,17,+02:00,49650.0
2021-10-20 18:00:00+02:00,2021,10,20,18,+02:00,51650.0
2021-10-20 19:00:00+02:00,2021,10,20,19,+02:00,56250.0
2021-10-20 20:00:00+02:00,2021,10,20,20,+02:00,54300.0
2021-10-20 21:00:00+02:00,2021,10,20,21,+02:00,49900.0
2021-10-20 22:00:00+02:00,2021,10,20,22,+02:00,47600.0
2021-10-20 23:00:00+02:00,2021,10,20,23,+02:00,50050.0
2021-10-21 00:00:00+02:00,2021,10,21,0,+02:00,46200.0
2021-10-21 01:00:00+02:00,2021,10,21,1,+02:00,43050.0
2021-10-21 02:00:00+02:00,2021,10,21,2,+02:00,42250.0
2021-10-21 03:00:00+02:00,2021,10,21,3,+02:00,39800.0
2021-10-21 04:00:00+02:00,2021,10,21,4,+02:00,39000.0
2021-10-21 05:00:00+02:00,2021,10,21,5,+02:00,40400.0
2021-10-21 06:00:00+02:00,2021,10,21,6,+02:00,44900.0
2021-10-21 07:00:00+02:00,2021,10,21,7,+02:00,51750.0
2021-10-21 08:00:00+02:00,2021,10,21,8,+02:00,54550.0
2021-10-21 09:00:00+02:00,2021,10,21,9,+02:00,54850.0
2021-10-21 10:00:00+02:00,2021,10,21,10,+02:00,54950.0
2021-10-21 11:00:00+02:00,2021,10,21,11,+02:00,55300.0
2021-10-21 12:00:00+02:00,2021,10,21,12,+02:00,55750.0
2021-10-21 13:00:00+02:00,2021,10,21,13,+02:00,55400.0
2021-10-21 14:00:00+02:00,2021,10,21,14,+02:00,53750.0
2021-10-21 15:00:00+02:00,2021,10,21,15,+02:00,52100.0
2021-10-21 16:00:00+02:00,2021,10,21,16,+02:00,50750.0
2021-10-21 17:00:00+02:00,2021,10,21,17,+02:00,49850.0
2021-10-21 18:00:00+02:00,2021,10,21,18,+02:00,52100.0
2021-10-21 19:00:00+02:00,2021,10,21,19,+02:00,57650.0
2021-10-21 20:00:00+02:00,2021,10,21,20,+02:00,56050.0
2021-10-21 21:00:00+02:00,2021,10,21,21,+02:00,51950.0
2021-10-21 22:00:00+02:00,2021,10,21,22,+02:00,49950.0
2021-10-21 23:00:00+02:00,2021,10,21,23,+02:00,52350.0
2021-10-22 00:00:00+02:00,2021,10,22,0,+02:00,48750.0
2021-10-22 01:00:00+02:00,2021,10,22,1,+02:00,45800.0
2021-10-22 02:00:00+02:00,2021,10,22,2,+02:00,45000.0
2021-10-22 03:00:00+02:00,2021,10,22,3,+02:00,43300.0
2021-10-22 04:00:00+02:00,2021,10,22,4,+02:00,43000.0
2021-10-22 05:00:00+02:00,2021,10,22,5,+02:00,44450.0
2021-10-22 06:00:00+02:00,2021,10,22,6,+02:00,49050.0
2021-10-22 07:00:00+02:00,2021,10,22,7,+02:00,56150.0
2021-10-22 08:00:00+02:00,2021,10,22,8,+02:00,58550.0
2021-10-22 09:00:00+02:00,2021,10,22,9,+02:00,58650.0
2021-10-22 10:00:00+02:00,2021,10,22,10,+02:00,58000.0
2021-10-22 11:00:00+02:00,2021,10,22,11,+02:00,57350.0
2021-10-22 12:00:00+02:00,2021,10,22,12,+02:00,56950.0
2021-10-22 13:00:00+02:00,2021,10,22,13,+02:00,56750.0
2021-10-22 14:00:00+02:00,2021,10,22,14,+02:00,54400.0
2021-10-22 15:00:00+02:00,2021,10,22,15,+02:00,52050.0
2021-10-22 16:00:00+02:00,2021,10,22,16,+02:00,50150.0
2021-10-22 17:00:00+02:00,2021,10,22,17,+02:00,49550.0
2021-10-22 18:00:00+02:00,2021,10,22,18,+02:00,51550.0
2021-10-22 19:00:00+02:00,2021,10,22,19,+02:00,56300.0
2021-10-22 20:00:00+02:00,2021,10,22,20,+02:00,56600.0
2021-10-22 21:00:00+02:00,2021,10,22,21,+02:00,52700.0
2021-10-22 22:00:00+02:00,2021,10,22,22,+02:00,51050.0
2021-10-22 23:00:00+02:00,2021,10,22,23,+02:00,53800.0
2021-10-23 00:00:00+02:00,2021,10,23,0,+02:00,51450.0
2021-10-23 01:00:00+02:00,2021,10,23,1,+02:00,48300.0
2021-10-23 02:00:00+02:00,2021,10,23,2,+02:00,47600.0
2021-10-23 03:00:00+02:00,2021,10,23,3,+02:00,44850.0
2021-10-23 04:00:00+02:00,2021,10,23,4,+02:00,43750.0
2021-10-23 05:00:00+02:00,2021,10,23,5,+02:00,43900.0
2021-10-23 06:00:00+02:00,2021,10,23,6,+02:00,45600.0
2021-10-23 07:00:00+02:00,2021,10,23,7,+02:00,48000.0
2021-10-23 08:00:00+02:00,2021,10,23,8,+02:00,50200.0
2021-10-23 09:00:00+02:00,2021,10,23,9,+02:00,52300.0
2021-10-23 10:00:00+02:00,2021,10,23,10,+02:00,52750.0
2021-10-23 11:00:00+02:00,2021,10,23,11,+02:00,52300.0
2021-10-23 12:00:00+02:00,2021,10,23,12,+02:00,52800.0
2021-10-23 13:00:00+02:00,2021,10,23,13,+02:00,52250.0
2021-10-23 14:00:00+02:00,2021,10,23,14,+02:00,48950.0
2021-10-23 15:00:00+02:00,2021,10,23,15,+02:00,46400.0
2021-10-23 16:00:00+02:00,2021,10,23,16,+02:00,44450.0
2021-10-23 17:00:00+02:00,2021,10,23,17,+02:00,44450.0
2021-10-23 18:00:00+02:00,2021,10,23,18,+02:00,47100.0
2021-10-23 19:00:00+02:00,2021,10,23,19,+02:00,52600.0
2021-10-23 20:00:00+02:00,2021,10,23,20,+02:00,52950.0
2021-10-23 21:00:00+02:00,2021,10,23,21,+02:00,50300.0
2021-10-23 22:00:00+02:00,2021,10,23,22,+02:00,49600.0
2021-10-23 23:00:00+02:00,2021,10,23,23,+02:00,52550.0
2021-10-24 00:00:00+02:00,2021,10,24,0,+02:00,49100.0
2021-10-24 01:00:00+02:00,2021,10,24,1,+02:00,46600.0
2021-10-24 02:00:00+02:00,2021,10,24,2,+02:00,45800.0
2021-10-24 03:00:00+02:00,2021,10,24,3,+02:00,43200.0
2021-10-24 04:00:00+02:00,2021,10,24,4,+02:00,42150.0
2021-10-24 05:00:00+02:00,2021,10,24,5,+02:00,41800.0
2021-10-24 06:00:00+02:00,2021,10,24,6,+02:00,43050.0
2021-10-24 07:00:00+02:00,2021,10,24,7,+02:00,44600.0
2021-10-24 08:00:00+02:00,2021,10,24,8,+02:00,46250.0
2021-10-24 09:00:00+02:00,2021,10,24,9,+02:00,48350.0
2021-10-24 10:00:00+02:00,2021,10,24,10,+02:00,49600.0
2021-10-24 11:00:00+02:00,2021,10,24,11,+02:00,49900.0
2021-10-24 12:00:00+02:00,2021,10,24,12,+02:00,50950.0
2021-10-24 13:00:00+02:00,2021,10,24,13,+02:00,49900.0
2021-10-24 14:00:00+02:00,2021,10,24,14,+02:00,45900.0
2021-10-24 15:00:00+02:00,2021,10,24,15,+02:00,42700.0
2021-10-24 16:00:00+02:00,2021,10,24,16,+02:00,40900.0
2021-10-24 17:00:00+02:00,2021,10,24,17,+02:00,41000.0
2021-10-24 18:00:00+02:00,2021,10,24,18,+02:00,43950.0
2021-10-24 19:00:00+02:00,2021,10,24,19,+02:00,50300.0
2021-10-24 20:00:00+02:00,2021,10,24,20,+02:00,50750.0
2021-10-24 21:00:00+02:00,2021,10,24,21,+02:00,48650.0
2021-10-24 22:00:00+02:00,2021,10,24,22,+02:00,47700.0
2021-10-24 23:00:00+02:00,2021,10,24,23,+02:00,50400.0
2021-10-25 00:00:00+02:00,2021,10,25,0,+02:00,48050.0
2021-10-25 01:00:00+02:00,2021,10,25,1,+02:00,45650.0
2021-10-25 02:00:00+02:00,2021,10,25,2,+02:00,45000.0
2021-10-25 03:00:00+02:00,2021,10,25,3,+02:00,42950.0
2021-10-25 04:00:00+02:00,2021,10,25,4,+02:00,42600.0
2021-10-25 05:00:00+02:00,2021,10,25,5,+02:00,44400.0
2021-10-25 06:00:00+02:00,2021,10,25,6,+02:00,48800.0
2021-10-25 07:00:00+02:00,2021,10,25,7,+02:00,54500.0
2021-10-25 08:00:00+02:00,2021,10,25,8,+02:00,58550.0
2021-10-25 09:00:00+02:00,2021,10,25,9,+02:00,59000.0
2021-10-25 10:00:00+02:00,2021,10,25,10,+02:00,59350.0
2021-10-25 11:00:00+02:00,2021,10,25,11,+02:00,60000.0
2021-10-25 12:00:00+02:00,2021,10,25,12,+02:00,60700.0
2021-10-25 13:00:00+02:00,2021,10,25,13,+02:00,60300.0
2021-10-25 14:00:00+02:00,2021,10,25,14,+02:00,58200.0
2021-10-25 15:00:00+02:00,2021,10,25,15,+02:00,55550.0
2021-10-25 16:00:00+02:00,2021,10,25,16,+02:00,53600.0
2021-10-25 17:00:00+02:00,2021,10,25,17,+02:00,52200.0
2021-10-25 18:00:00+02:00,2021,10,25,18,+02:00,54400.0
2021-10-25 19:00:00+02:00,2021,10,25,19,+02:00,60450.0
2021-10-25 20:00:00+02:00,2021,10,25,20,+02:00,58350.0
2021-10-25 21:00:00+02:00,2021,10,25,21,+02:00,53800.0
2021-10-25 22:00:00+02:00,2021,10,25,22,+02:00,51750.0
2021-10-25 23:00:00+02:00,2021,10,25,23,+02:00,54000.0
2021-10-26 00:00:00+02:00,2021,10,26,0,+02:00,51000.0
2021-10-26 01:00:00+02:00,2021,10,26,1,+02:00,48150.0
2021-10-26 02:00:00+02:00,2021,10,26,2,+02:00,47450.0
2021-10-26 03:00:00+02:00,2021,10,26,3,+02:00,45050.0
2021-10-26 04:00:00+02:00,2021,10,26,4,+02:00,44200.0
2021-10-26 05:00:00+02:00,2021,10,26,5,+02:00,45450.0
2021-10-26 06:00:00+02:00,2021,10,26,6,+02:00,49200.0
2021-10-26 07:00:00+02:00,2021,10,26,7,+02:00,54950.0
2021-10-26 08:00:00+02:00,2021,10,26,8,+02:00,58200.0
2021-10-26 09:00:00+02:00,2021,10,26,9,+02:00,58950.0
2021-10-26 10:00:00+02:00,2021,10,26,10,+02:00,59150.0
2021-10-26 11:00:00+02:00,2021,10,26,11,+02:00,59450.0
2021-10-26 12:00:00+02:00,2021,10,26,12,+02:00,59850.0
2021-10-26 13:00:00+02:00,2021,10,26,13,+02:00,59850.0
2021-10-26 14:00:00+02:00,2021,10,26,14,+02:00,57650.0
2021-10-26 15:00:00+02:00,2021,10,26,15,+02:00,54950.0
2021-10-26 16:00:00+02:00,2021,10,26,16,+02:00,53100.0
2021-10-26 17:00:00+02:00,2021,10,26,17,+02:00,51900.0
2021-10-26 18:00:00+02:00,2021,10,26,18,+02:00,54150.0
2021-10-26 19:00:00+02:00,2021,10,26,19,+02:00,59950.0
2021-10-26 20:00:00+02:00,2021,10,26,20,+02:00,57650.0
2021-10-26 21:00:00+02:00,2021,10,26,21,+02:00,53050.0
2021-10-26 22:00:00+02:00,2021,10,26,22,+02:00,51000.0
2021-10-26 23:00:00+02:00,2021,10,26,23,+02:00,53700.0
2021-10-27 00:00:00+02:00,2021,10,27,0,+02:00,50150.0
2021-10-27 01:00:00+02:00,2021,10,27,1,+02:00,47050.0
2021-10-27 02:00:00+02:00,2021,10,27,2,+02:00,46400.0
2021-10-27 03:00:00+02:00,2021,10,27,3,+02:00,44050.0
2021-10-27 04:00:00+02:00,2021,10,27,4,+02:00,43100.0
2021-10-27 05:00:00+02:00,2021,10,27,5,+02:00,44450.0
2021-10-27 06:00:00+02:00,2021,10,27,6,+02:00,48750.0
2021-10-27 07:00:00+02:00,2021,10,27,7,+02:00,54500.0
2021-10-27 08:00:00+02:00,2021,10,27,8,+02:00,58600.0
2021-10-27 09:00:00+02:00,2021,10,27,9,+02:00,59400.0
2021-10-27 10:00:00+02:00,2021,10,27,10,+02:00,59550.0
2021-10-27 11:00:00+02:00,2021,10,27,11,+02:00,59250.0
2021-10-27 12:00:00+02:00,2021,10,27,12,+02:00,59050.0
2021-10-27 13:00:00+02:00,2021,10,27,13,+02:00,58150.0
2021-10-27 14:00:00+02:00,2021,10,27,14,+02:00,55650.0
2021-10-27 15:00:00+02:00,2021,10,27,15,+02:00,53100.0
2021-10-27 16:00:00+02:00,2021,10,27,16,+02:00,51150.0
2021-10-27 17:00:00+02:00,2021,10,27,17,+02:00,50400.0
2021-10-27 18:00:00+02:00,2021,10,27,18,+02:00,52900.0
2021-10-27 19:00:00+02:00,2021,10,27,19,+02:00,58900.0
2021-10-27 20:00:00+02:00,2021,10,27,20,+02:00,56950.0
2021-10-27 21:00:00+02:00,2021,10,27,21,+02:00,53100.0
2021-10-27 22:00:00+02:00,2021,10,27,22,+02:00,51550.0
2021-10-27 23:00:00+02:00,2021,10,27,23,+02:00,53950.0
