Time,Year,Month,Day,Hour,Timezone,MW
2019-10-01 00:00:00+02:00,2019,10,1,0,+02:00,44450.0
2019-10-01 01:00:00+02:00,2019,10,1,1,+02:00,41300.0
2019-10-01 02:00:00+02:00,2019,10,1,2,+02:00,40050.0
2019-10-01 03:00:00+02:00,2019,10,1,3,+02:00,37750.0
2019-10-01 04:00:00+02:00,2019,10,1,4,+02:00,36600.0
2019-10-01 05:00:00+02:00,2019,10,1,5,+02:00,37800.0
2019-10-01 06:00:00+02:00,2019,10,1,6,+02:00,41950.0
2019-10-01 07:00:00+02:00,2019,10,1,7,+02:00,48100.0
2019-10-01 08:00:00+02:00,2019,10,1,8,+02:00,50250.0
2019-10-01 09:00:00+02:00,2019,10,1,9,+02:00,51450.0
2019-10-01 10:00:00+02:00,2019,10,1,10,+02:00,52000.0
2019-10-01 11:00:00+02:00,2019,10,1,11,+02:00,52550.0
2019-10-01 12:00:00+02:00,2019,10,1,12,+02:00,53200.0
2019-10-01 13:00:00+02:00,2019,10,1,13,+02:00,52950.0
2019-10-01 14:00:00+02:00,2019,10,1,14,+02:00,51800.0
2019-10-01 15:00:00+02:00,2019,10,1,15,+02:00,50400.0
2019-10-01 16:00:00+02:00,2019,10,1,16,+02:00,49000.0
2019-10-01 17:00:00+02:00,2019,10,1,17,+02:00,48050.0
2019-10-01 18:00:00+02:00,2019,10,1,18,+02:00,48950.0
2019-10-01 19:00:00+02:00,2019,10,1,19,+02:00,51350.0
2019-10-01 20:00:00+02:00,2019,10,1,20,+02:00,51500.0
2019-10-01 21:00:00+02:00,2019,10,1,21,+02:00,47750.0
2019-10-01 22:00:00+02:00,2019,10,1,22,+02:00,45350.0
2019-10-01 23:00:00+02:00,2019,10,1,23,+02:00,47550.0
2019-10-02 00:00:00+02:00,2019,10,2,0,+02:00,44250.0
2019-10-02 01:00:00+02:00,2019,10,2,1,+02:00,40900.0
2019-10-02 02:00:00+02:00,2019,10,2,2,+02:00,39850.0
2019-10-02 03:00:00+02:00,2019,10,2,3,+02:00,37500.0
2019-10-02 04:00:00+02:00,2019,10,2,4,+02:00,36600.0
2019-10-02 05:00:00+02:00,2019,10,2,5,+02:00,37900.0
2019-10-02 06:00:00+02:00,2019,10,2,6,+02:00,42150.0
2019-10-02 07:00:00+02:00,2019,10,2,7,+02:00,48300.0
2019-10-02 08:00:00+02:00,2019,10,2,8,+02:00,50250.0
2019-10-02 09:00:00+02:00,2019,10,2,9,+02:00,51650.0
2019-10-02 10:00:00+02:00,2019,10,2,10,+02:00,52250.0
2019-10-02 11:00:00+02:00,2019,10,2,11,+02:00,52950.0
2019-10-02 12:00:00+02:00,2019,10,2,12,+02:00,53650.0
2019-10-02 13:00:00+02:00,2019,10,2,13,+02:00,53650.0
2019-10-02 14:00:00+02:00,2019,10,2,14,+02:00,52250.0
2019-10-02 15:00:00+02:00,2019,10,2,15,+02:00,50550.0
2019-10-02 16:00:00+02:00,2019,10,2,16,+02:00,49250.0
2019-10-02 17:00:00+02:00,2019,10,2,17,+02:00,47950.0
2019-10-02 18:00:00+02:00,2019,10,2,18,+02:00,49000.0
2019-10-02 19:00:00+02:00,2019,10,2,19,+02:00,51500.0
2019-10-02 20:00:00+02:00,2019,10,2,20,+02:00,52350.0
2019-10-02 21:00:00+02:00,2019,10,2,21,+02:00,48400.0
2019-10-02 22:00:00+02:00,2019,10,2,22,+02:00,46550.0
2019-10-02 23:00:00+02:00,2019,10,2,23,+02:00,49050.0
2019-10-03 00:00:00+02:00,2019,10,3,0,+02:00,46050.0
2019-10-03 01:00:00+02:00,2019,10,3,1,+02:00,42650.0
2019-10-03 02:00:00+02:00,2019,10,3,2,+02:00,41550.0
2019-10-03 03:00:00+02:00,2019,10,3,3,+02:00,38900.0
2019-10-03 04:00:00+02:00,2019,10,3,4,+02:00,37900.0
2019-10-03 05:00:00+02:00,2019,10,3,5,+02:00,39200.0
2019-10-03 06:00:00+02:00,2019,10,3,6,+02:00,43900.0
2019-10-03 07:00:00+02:00,2019,10,3,7,+02:00,50600.0
2019-10-03 08:00:00+02:00,2019,10,3,8,+02:00,53000.0
2019-10-03 09:00:00+02:00,2019,10,3,9,+02:00,53850.0
2019-10-03 10:00:00+02:00,2019,10,3,10,+02:00,54150.0
2019-10-03 11:00:00+02:00,2019,10,3,11,+02:00,54100.0
2019-10-03 12:00:00+02:00,2019,10,3,12,+02:00,53900.0
2019-10-03 13:00:00+02:00,2019,10,3,13,+02:00,53650.0
2019-10-03 14:00:00+02:00,2019,10,3,14,+02:00,52350.0
2019-10-03 15:00:00+02:00,2019,10,3,15,+02:00,50600.0
2019-10-03 16:00:00+02:00,2019,10,3,16,+02:00,49100.0
2019-10-03 17:00:00+02:00,2019,10,3,17,+02:00,48000.0
2019-10-03 18:00:00+02:00,2019,10,3,18,+02:00,49300.0
2019-10-03 19:00:00+02:00,2019,10,3,19,+02:00,52950.0
2019-10-03 20:00:00+02:00,2019,10,3,20,+02:00,53300.0
2019-10-03 21:00:00+02:00,2019,10,3,21,+02:00,49300.0
2019-10-03 22:00:00+02:00,2019,10,3,22,+02:00,47300.0
2019-10-03 23:00:00+02:00,2019,10,3,23,+02:00,49950.0
2019-10-04 00:00:00+02:00,2019,10,4,0,+02:00,46350.0
2019-10-04 01:00:00+02:00,2019,10,4,1,+02:00,43000.0
2019-10-04 02:00:00+02:00,2019,10,4,2,+02:00,41800.0
2019-10-04 03:00:00+02:00,2019,10,4,3,+02:00,39300.0
2019-10-04 04:00:00+02:00,2019,10,4,4,+02:00,38250.0
2019-10-04 05:00:00+02:00,2019,10,4,5,+02:00,39350.0
2019-10-04 06:00:00+02:00,2019,10,4,6,+02:00,43800.0
2019-10-04 07:00:00+02:00,2019,10,4,7,+02:00,50300.0
2019-10-04 08:00:00+02:00,2019,10,4,8,+02:00,52200.0
2019-10-04 09:00:00+02:00,2019,10,4,9,+02:00,53150.0
2019-10-04 10:00:00+02:00,2019,10,4,10,+02:00,53550.0
2019-10-04 11:00:00+02:00,2019,10,4,11,+02:00,53750.0
2019-10-04 12:00:00+02:00,2019,10,4,12,+02:00,53950.0
2019-10-04 13:00:00+02:00,2019,10,4,13,+02:00,53550.0
2019-10-04 14:00:00+02:00,2019,10,4,14,+02:00,52000.0
2019-10-04 15:00:00+02:00,2019,10,4,15,+02:00,49550.0
2019-10-04 16:00:00+02:00,2019,10,4,16,+02:00,47800.0
2019-10-04 17:00:00+02:00,2019,10,4,17,+02:00,46850.0
2019-10-04 18:00:00+02:00,2019,10,4,18,+02:00,47950.0
2019-10-04 19:00:00+02:00,2019,10,4,19,+02:00,50450.0
2019-10-04 20:00:00+02:00,2019,10,4,20,+02:00,51200.0
2019-10-04 21:00:00+02:00,2019,10,4,21,+02:00,47650.0
2019-10-04 22:00:00+02:00,2019,10,4,22,+02:00,45600.0
2019-10-04 23:00:00+02:00,2019,10,4,23,+02:00,47950.0
2019-10-05 00:00:00+02:00,2019,10,5,0,+02:00,45100.0
2019-10-05 01:00:00+02:00,2019,10,5,1,+02:00,41300.0
2019-10-05 02:00:00+02:00,2019,10,5,2,+02:00,39650.0
2019-10-05 03:00:00+02:00,2019,10,5,3,+02:00,37050.0
2019-10-05 04:00:00+02:00,2019,10,5,4,+02:00,35750.0
2019-10-05 05:00:00+02:00,2019,10,5,5,+02:00,35500.0
2019-10-05 06:00:00+02:00,2019,10,5,6,+02:00,37200.0
2019-10-05 07:00:00+02:00,2019,10,5,7,+02:00,39750.0
2019-10-05 08:00:00+02:00,2019,10,5,8,+02:00,40900.0
2019-10-05 09:00:00+02:00,2019,10,5,9,+02:00,43650.0
2019-10-05 10:00:00+02:00,2019,10,5,10,+02:00,45450.0
2019-10-05 11:00:00+02:00,2019,10,5,11,+02:00,46000.0
2019-10-05 12:00:00+02:00,2019,10,5,12,+02:00,47250.0
2019-10-05 13:00:00+02:00,2019,10,5,13,+02:00,47800.0
2019-10-05 14:00:00+02:00,2019,10,5,14,+02:00,45650.0
2019-10-05 15:00:00+02:00,2019,10,5,15,+02:00,43600.0
2019-10-05 16:00:00+02:00,2019,10,5,16,+02:00,42150.0
2019-10-05 17:00:00+02:00,2019,10,5,17,+02:00,41600.0
2019-10-05 18:00:00+02:00,2019,10,5,18,+02:00,42900.0
2019-10-05 19:00:00+02:00,2019,10,5,19,+02:00,44950.0
2019-10-05 20:00:00+02:00,2019,10,5,20,+02:00,46350.0
2019-10-05 21:00:00+02:00,2019,10,5,21,+02:00,43800.0
2019-10-05 22:00:00+02:00,2019,10,5,22,+02:00,42400.0
2019-10-05 23:00:00+02:00,2019,10,5,23,+02:00,45400.0
2019-10-06 00:00:00+02:00,2019,10,6,0,+02:00,44050.0
2019-10-06 01:00:00+02:00,2019,10,6,1,+02:00,40600.0
2019-10-06 02:00:00+02:00,2019,10,6,2,+02:00,39000.0
2019-10-06 03:00:00+02:00,2019,10,6,3,+02:00,35900.0
2019-10-06 04:00:00+02:00,2019,10,6,4,+02:00,34400.0
2019-10-06 05:00:00+02:00,2019,10,6,5,+02:00,34100.0
2019-10-06 06:00:00+02:00,2019,10,6,6,+02:00,35150.0
2019-10-06 07:00:00+02:00,2019,10,6,7,+02:00,36550.0
2019-10-06 08:00:00+02:00,2019,10,6,8,+02:00,37500.0
2019-10-06 09:00:00+02:00,2019,10,6,9,+02:00,39950.0
2019-10-06 10:00:00+02:00,2019,10,6,10,+02:00,42150.0
2019-10-06 11:00:00+02:00,2019,10,6,11,+02:00,43700.0
2019-10-06 12:00:00+02:00,2019,10,6,12,+02:00,45900.0
2019-10-06 13:00:00+02:00,2019,10,6,13,+02:00,45950.0
2019-10-06 14:00:00+02:00,2019,10,6,14,+02:00,42950.0
2019-10-06 15:00:00+02:00,2019,10,6,15,+02:00,40900.0
2019-10-06 16:00:00+02:00,2019,10,6,16,+02:00,39800.0
2019-10-06 17:00:00+02:00,2019,10,6,17,+02:00,39450.0
2019-10-06 18:00:00+02:00,2019,10,6,18,+02:00,41150.0
2019-10-06 19:00:00+02:00,2019,10,6,19,+02:00,45200.0
2019-10-06 20:00:00+02:00,2019,10,6,20,+02:00,47050.0
2019-10-06 21:00:00+02:00,2019,10,6,21,+02:00,44550.0
2019-10-06 22:00:00+02:00,2019,10,6,22,+02:00,43150.0
2019-10-06 23:00:00+02:00,2019,10,6,23,+02:00,46150.0
2019-10-07 00:00:00+02:00,2019,10,7,0,+02:00,43650.0
2019-10-07 01:00:00+02:00,2019,10,7,1,+02:00,40750.0
2019-10-07 02:00:00+02:00,2019,10,7,2,+02:00,39650.0
2019-10-07 03:00:00+02:00,2019,10,7,3,+02:00,37150.0
2019-10-07 04:00:00+02:00,2019,10,7,4,+02:00,36200.0
2019-10-07 05:00:00+02:00,2019,10,7,5,+02:00,38250.0
2019-10-07 06:00:00+02:00,2019,10,7,6,+02:00,43350.0
2019-10-07 07:00:00+02:00,2019,10,7,7,+02:00,50150.0
2019-10-07 08:00:00+02:00,2019,10,7,8,+02:00,52500.0
2019-10-07 09:00:00+02:00,2019,10,7,9,+02:00,53900.0
2019-10-07 10:00:00+02:00,2019,10,7,10,+02:00,54400.0
2019-10-07 11:00:00+02:00,2019,10,7,11,+02:00,55100.0
2019-10-07 12:00:00+02:00,2019,10,7,12,+02:00,55450.0
2019-10-07 13:00:00+02:00,2019,10,7,13,+02:00,55200.0
2019-10-07 14:00:00+02:00,2019,10,7,14,+02:00,53800.0
2019-10-07 15:00:00+02:00,2019,10,7,15,+02:00,52050.0
2019-10-07 16:00:00+02:00,2019,10,7,16,+02:00,50650.0
2019-10-07 17:00:00+02:00,2019,10,7,17,+02:00,49650.0
2019-10-07 18:00:00+02:00,2019,10,7,18,+02:00,50900.0
2019-10-07 19:00:00+02:00,2019,10,7,19,+02:00,54800.0
2019-10-07 20:00:00+02:00,2019,10,7,20,+02:00,55500.0
2019-10-07 21:00:00+02:00,2019,10,7,21,+02:00,50850.0
2019-10-07 22:00:00+02:00,2019,10,7,22,+02:00,48350.0
2019-10-07 23:00:00+02:00,2019,10,7,23,+02:00,50600.0
2019-10-08 00:00:00+02:00,2019,10,8,0,+02:00,47300.0
2019-10-08 01:00:00+02:00,2019,10,8,1,+02:00,44000.0
2019-10-08 02:00:00+02:00,2019,10,8,2,+02:00,42750.0
2019-10-08 03:00:00+02:00,2019,10,8,3,+02:00,40100.0
2019-10-08 04:00:00+02:00,2019,10,8,4,+02:00,38950.0
2019-10-08 05:00:00+02:00,2019,10,8,5,+02:00,40200.0
2019-10-08 06:00:00+02:00,2019,10,8,6,+02:00,44750.0
2019-10-08 07:00:00+02:00,2019,10,8,7,+02:00,51250.0
2019-10-08 08:00:00+02:00,2019,10,8,8,+02:00,53150.0
2019-10-08 09:00:00+02:00,2019,10,8,9,+02:00,54100.0
2019-10-08 10:00:00+02:00,2019,10,8,10,+02:00,54200.0
2019-10-08 11:00:00+02:00,2019,10,8,11,+02:00,54300.0
2019-10-08 12:00:00+02:00,2019,10,8,12,+02:00,54250.0
2019-10-08 13:00:00+02:00,2019,10,8,13,+02:00,54000.0
2019-10-08 14:00:00+02:00,2019,10,8,14,+02:00,52550.0
2019-10-08 15:00:00+02:00,2019,10,8,15,+02:00,51350.0
2019-10-08 16:00:00+02:00,2019,10,8,16,+02:00,49950.0
2019-10-08 17:00:00+02:00,2019,10,8,17,+02:00,49150.0
2019-10-08 18:00:00+02:00,2019,10,8,18,+02:00,50600.0
2019-10-08 19:00:00+02:00,2019,10,8,19,+02:00,54050.0
2019-10-08 20:00:00+02:00,2019,10,8,20,+02:00,54050.0
2019-10-08 21:00:00+02:00,2019,10,8,21,+02:00,49550.0
2019-10-08 22:00:00+02:00,2019,10,8,22,+02:00,47250.0
2019-10-08 23:00:00+02:00,2019,10,8,23,+02:00,49700.0
2019-10-09 00:00:00+02:00,2019,10,9,0,+02:00,45250.0
2019-10-09 01:00:00+02:00,2019,10,9,1,+02:00,41950.0
2019-10-09 02:00:00+02:00,2019,10,9,2,+02:00,41050.0
2019-10-09 03:00:00+02:00,2019,10,9,3,+02:00,38600.0
2019-10-09 04:00:00+02:00,2019,10,9,4,+02:00,37750.0
2019-10-09 05:00:00+02:00,2019,10,9,5,+02:00,39050.0
2019-10-09 06:00:00+02:00,2019,10,9,6,+02:00,43600.0
2019-10-09 07:00:00+02:00,2019,10,9,7,+02:00,50250.0
2019-10-09 08:00:00+02:00,2019,10,9,8,+02:00,52900.0
2019-10-09 09:00:00+02:00,2019,10,9,9,+02:00,54550.0
2019-10-09 10:00:00+02:00,2019,10,9,10,+02:00,55150.0
2019-10-09 11:00:00+02:00,2019,10,9,11,+02:00,55600.0
2019-10-09 12:00:00+02:00,2019,10,9,12,+02:00,55900.0
2019-10-09 13:00:00+02:00,2019,10,9,13,+02:00,55650.0
2019-10-09 14:00:00+02:00,2019,10,9,14,+02:00,54350.0
2019-10-09 15:00:00+02:00,2019,10,9,15,+02:00,52400.0
2019-10-09 16:00:00+02:00,2019,10,9,16,+02:00,50550.0
2019-10-09 17:00:00+02:00,2019,10,9,17,+02:00,49350.0
2019-10-09 18:00:00+02:00,2019,10,9,18,+02:00,51000.0
2019-10-09 19:00:00+02:00,2019,10,9,19,+02:00,54800.0
2019-10-09 20:00:00+02:00,2019,10,9,20,+02:00,54600.0
2019-10-09 21:00:00+02:00,2019,10,9,21,+02:00,50000.0
2019-10-09 22:00:00+02:00,2019,10,9,22,+02:00,47400.0
2019-10-09 23:00:00+02:00,2019,10,9,23,+02:00,49600.0
2019-10-10 00:00:00+02:00,2019,10,10,0,+02:00,47250.0
2019-10-10 01:00:00+02:00,2019,10,10,1,+02:00,43850.0
2019-10-10 02:00:00+02:00,2019,10,10,2,+02:00,42800.0
2019-10-10 03:00:00+02:00,2019,10,10,3,+02:00,40050.0
2019-10-10 04:00:00+02:00,2019,10,10,4,+02:00,39000.0
2019-10-10 05:00:00+02:00,2019,10,10,5,+02:00,40250.0
2019-10-10 06:00:00+02:00,2019,10,10,6,+02:00,44600.0
2019-10-10 07:00:00+02:00,2019,10,10,7,+02:00,51600.0
2019-10-10 08:00:00+02:00,2019,10,10,8,+02:00,53750.0
2019-10-10 09:00:00+02:00,2019,10,10,9,+02:00,54400.0
2019-10-10 10:00:00+02:00,2019,10,10,10,+02:00,54600.0
2019-10-10 11:00:00+02:00,2019,10,10,11,+02:00,54500.0
2019-10-10 12:00:00+02:00,2019,10,10,12,+02:00,54600.0
2019-10-10 13:00:00+02:00,2019,10,10,13,+02:00,54450.0
2019-10-10 14:00:00+02:00,2019,10,10,14,+02:00,53250.0
2019-10-10 15:00:00+02:00,2019,10,10,15,+02:00,51400.0
2019-10-10 16:00:00+02:00,2019,10,10,16,+02:00,49800.0
2019-10-10 17:00:00+02:00,2019,10,10,17,+02:00,48600.0
2019-10-10 18:00:00+02:00,2019,10,10,18,+02:00,50000.0
2019-10-10 19:00:00+02:00,2019,10,10,19,+02:00,54400.0
2019-10-10 20:00:00+02:00,2019,10,10,20,+02:00,54350.0
2019-10-10 21:00:00+02:00,2019,10,10,21,+02:00,50050.0
2019-10-10 22:00:00+02:00,2019,10,10,22,+02:00,47650.0
2019-10-10 23:00:00+02:00,2019,10,10,23,+02:00,50000.0
2019-10-11 00:00:00+02:00,2019,10,11,0,+02:00,46750.0
2019-10-11 01:00:00+02:00,2019,10,11,1,+02:00,43350.0
2019-10-11 02:00:00+02:00,2019,10,11,2,+02:00,42250.0
2019-10-11 03:00:00+02:00,2019,10,11,3,+02:00,39650.0
2019-10-11 04:00:00+02:00,2019,10,11,4,+02:00,38700.0
2019-10-11 05:00:00+02:00,2019,10,11,5,+02:00,39950.0
2019-10-11 06:00:00+02:00,2019,10,11,6,+02:00,44200.0
2019-10-11 07:00:00+02:00,2019,10,11,7,+02:00,51050.0
2019-10-11 08:00:00+02:00,2019,10,11,8,+02:00,53400.0
2019-10-11 09:00:00+02:00,2019,10,11,9,+02:00,54100.0
2019-10-11 10:00:00+02:00,2019,10,11,10,+02:00,54250.0
2019-10-11 11:00:00+02:00,2019,10,11,11,+02:00,54050.0
2019-10-11 12:00:00+02:00,2019,10,11,12,+02:00,54050.0
2019-10-11 13:00:00+02:00,2019,10,11,13,+02:00,53700.0
2019-10-11 14:00:00+02:00,2019,10,11,14,+02:00,52050.0
2019-10-11 15:00:00+02:00,2019,10,11,15,+02:00,50000.0
2019-10-11 16:00:00+02:00,2019,10,11,16,+02:00,48150.0
2019-10-11 17:00:00+02:00,2019,10,11,17,+02:00,47050.0
2019-10-11 18:00:00+02:00,2019,10,11,18,+02:00,47900.0
2019-10-11 19:00:00+02:00,2019,10,11,19,+02:00,50950.0
2019-10-11 20:00:00+02:00,2019,10,11,20,+02:00,51450.0
2019-10-11 21:00:00+02:00,2019,10,11,21,+02:00,47600.0
2019-10-11 22:00:00+02:00,2019,10,11,22,+02:00,45750.0
2019-10-11 23:00:00+02:00,2019,10,11,23,+02:00,47800.0
2019-10-12 00:00:00+02:00,2019,10,12,0,+02:00,45450.0
2019-10-12 01:00:00+02:00,2019,10,12,1,+02:00,41650.0
2019-10-12 02:00:00+02:00,2019,10,12,2,+02:00,40250.0
2019-10-12 03:00:00+02:00,2019,10,12,3,+02:00,37200.0
2019-10-12 04:00:00+02:00,2019,10,12,4,+02:00,35800.0
2019-10-12 05:00:00+02:00,2019,10,12,5,+02:00,35850.0
2019-10-12 06:00:00+02:00,2019,10,12,6,+02:00,37650.0
2019-10-12 07:00:00+02:00,2019,10,12,7,+02:00,40300.0
2019-10-12 08:00:00+02:00,2019,10,12,8,+02:00,41750.0
2019-10-12 09:00:00+02:00,2019,10,12,9,+02:00,44150.0
2019-10-12 10:00:00+02:00,2019,10,12,10,+02:00,45700.0
2019-10-12 11:00:00+02:00,2019,10,12,11,+02:00,46100.0
2019-10-12 12:00:00+02:00,2019,10,12,12,+02:00,47700.0
2019-10-12 13:00:00+02:00,2019,10,12,13,+02:00,48000.0
2019-10-12 14:00:00+02:00,2019,10,12,14,+02:00,45450.0
2019-10-12 15:00:00+02:00,2019,10,12,15,+02:00,43550.0
2019-10-12 16:00:00+02:00,2019,10,12,16,+02:00,42050.0
2019-10-12 17:00:00+02:00,2019,10,12,17,+02:00,41650.0
2019-10-12 18:00:00+02:00,2019,10,12,18,+02:00,42950.0
2019-10-12 19:00:00+02:00,2019,10,12,19,+02:00,45800.0
2019-10-12 20:00:00+02:00,2019,10,12,20,+02:00,46750.0
2019-10-12 21:00:00+02:00,2019,10,12,21,+02:00,43800.0
2019-10-12 22:00:00+02:00,2019,10,12,22,+02:00,42850.0
2019-10-12 23:00:00+02:00,2019,10,12,23,+02:00,45800.0
2019-10-13 00:00:00+02:00,2019,10,13,0,+02:00,43300.0
2019-10-13 01:00:00+02:00,2019,10,13,1,+02:00,40000.0
2019-10-13 02:00:00+02:00,2019,10,13,2,+02:00,38450.0
2019-10-13 03:00:00+02:00,2019,10,13,3,+02:00,35300.0
2019-10-13 04:00:00+02:00,2019,10,13,4,+02:00,33800.0
2019-10-13 05:00:00+02:00,2019,10,13,5,+02:00,33350.0
2019-10-13 06:00:00+02:00,2019,10,13,6,+02:00,34450.0
2019-10-13 07:00:00+02:00,2019,10,13,7,+02:00,35950.0
2019-10-13 08:00:00+02:00,2019,10,13,8,+02:00,36650.0
2019-10-13 09:00:00+02:00,2019,10,13,9,+02:00,38750.0
2019-10-13 10:00:00+02:00,2019,10,13,10,+02:00,40950.0
2019-10-13 11:00:00+02:00,2019,10,13,11,+02:00,42500.0
2019-10-13 12:00:00+02:00,2019,10,13,12,+02:00,45000.0
2019-10-13 13:00:00+02:00,2019,10,13,13,+02:00,44850.0
2019-10-13 14:00:00+02:00,2019,10,13,14,+02:00,41950.0
2019-10-13 15:00:00+02:00,2019,10,13,15,+02:00,40050.0
2019-10-13 16:00:00+02:00,2019,10,13,16,+02:00,38900.0
2019-10-13 17:00:00+02:00,2019,10,13,17,+02:00,38650.0
2019-10-13 18:00:00+02:00,2019,10,13,18,+02:00,40600.0
2019-10-13 19:00:00+02:00,2019,10,13,19,+02:00,45100.0
2019-10-13 20:00:00+02:00,2019,10,13,20,+02:00,46550.0
2019-10-13 21:00:00+02:00,2019,10,13,21,+02:00,43800.0
2019-10-13 22:00:00+02:00,2019,10,13,22,+02:00,42500.0
2019-10-13 23:00:00+02:00,2019,10,13,23,+02:00,45300.0
2019-10-14 00:00:00+02:00,2019,10,14,0,+02:00,42550.0
2019-10-14 01:00:00+02:00,2019,10,14,1,+02:00,39600.0
2019-10-14 02:00:00+02:00,2019,10,14,2,+02:00,38500.0
2019-10-14 03:00:00+02:00,2019,10,14,3,+02:00,35800.0
2019-10-14 04:00:00+02:00,2019,10,14,4,+02:00,34800.0
2019-10-14 05:00:00+02:00,2019,10,14,5,+02:00,36500.0
2019-10-14 06:00:00+02:00,2019,10,14,6,+02:00,41100.0
2019-10-14 07:00:00+02:00,2019,10,14,7,+02:00,48000.0
2019-10-14 08:00:00+02:00,2019,10,14,8,+02:00,50900.0
2019-10-14 09:00:00+02:00,2019,10,14,9,+02:00,51900.0
2019-10-14 10:00:00+02:00,2019,10,14,10,+02:00,52400.0
2019-10-14 11:00:00+02:00,2019,10,14,11,+02:00,53000.0
2019-10-14 12:00:00+02:00,2019,10,14,12,+02:00,53600.0
2019-10-14 13:00:00+02:00,2019,10,14,13,+02:00,53750.0
2019-10-14 14:00:00+02:00,2019,10,14,14,+02:00,52500.0
2019-10-14 15:00:00+02:00,2019,10,14,15,+02:00,50750.0
2019-10-14 16:00:00+02:00,2019,10,14,16,+02:00,49500.0
2019-10-14 17:00:00+02:00,2019,10,14,17,+02:00,48350.0
2019-10-14 18:00:00+02:00,2019,10,14,18,+02:00,49650.0
2019-10-14 19:00:00+02:00,2019,10,14,19,+02:00,54100.0
2019-10-14 20:00:00+02:00,2019,10,14,20,+02:00,52750.0
2019-10-14 21:00:00+02:00,2019,10,14,21,+02:00,48200.0
2019-10-14 22:00:00+02:00,2019,10,14,22,+02:00,46250.0
2019-10-14 23:00:00+02:00,2019,10,14,23,+02:00,48650.0
2019-10-15 00:00:00+02:00,2019,10,15,0,+02:00,45050.0
2019-10-15 01:00:00+02:00,2019,10,15,1,+02:00,41600.0
2019-10-15 02:00:00+02:00,2019,10,15,2,+02:00,40800.0
2019-10-15 03:00:00+02:00,2019,10,15,3,+02:00,38250.0
2019-10-15 04:00:00+02:00,2019,10,15,4,+02:00,37100.0
2019-10-15 05:00:00+02:00,2019,10,15,5,+02:00,38250.0
2019-10-15 06:00:00+02:00,2019,10,15,6,+02:00,42550.0
2019-10-15 07:00:00+02:00,2019,10,15,7,+02:00,49050.0
2019-10-15 08:00:00+02:00,2019,10,15,8,+02:00,51050.0
2019-10-15 09:00:00+02:00,2019,10,15,9,+02:00,51750.0
2019-10-15 10:00:00+02:00,2019,10,15,10,+02:00,52500.0
2019-10-15 11:00:00+02:00,2019,10,15,11,+02:00,53350.0
2019-10-15 12:00:00+02:00,2019,10,15,12,+02:00,54050.0
2019-10-15 13:00:00+02:00,2019,10,15,13,+02:00,53900.0
2019-10-15 14:00:00+02:00,2019,10,15,14,+02:00,52250.0
2019-10-15 15:00:00+02:00,2019,10,15,15,+02:00,51100.0
2019-10-15 16:00:00+02:00,2019,10,15,16,+02:00,49750.0
2019-10-15 17:00:00+02:00,2019,10,15,17,+02:00,48700.0
2019-10-15 18:00:00+02:00,2019,10,15,18,+02:00,49850.0
2019-10-15 19:00:00+02:00,2019,10,15,19,+02:00,53700.0
2019-10-15 20:00:00+02:00,2019,10,15,20,+02:00,53350.0
2019-10-15 21:00:00+02:00,2019,10,15,21,+02:00,48850.0
2019-10-15 22:00:00+02:00,2019,10,15,22,+02:00,46600.0
2019-10-15 23:00:00+02:00,2019,10,15,23,+02:00,49100.0
2019-10-16 00:00:00+02:00,2019,10,16,0,+02:00,46450.0
2019-10-16 01:00:00+02:00,2019,10,16,1,+02:00,43000.0
2019-10-16 02:00:00+02:00,2019,10,16,2,+02:00,42150.0
2019-10-16 03:00:00+02:00,2019,10,16,3,+02:00,39600.0
2019-10-16 04:00:00+02:00,2019,10,16,4,+02:00,38650.0
2019-10-16 05:00:00+02:00,2019,10,16,5,+02:00,40050.0
2019-10-16 06:00:00+02:00,2019,10,16,6,+02:00,44200.0
2019-10-16 07:00:00+02:00,2019,10,16,7,+02:00,50700.0
2019-10-16 08:00:00+02:00,2019,10,16,8,+02:00,53450.0
2019-10-16 09:00:00+02:00,2019,10,16,9,+02:00,54200.0
2019-10-16 10:00:00+02:00,2019,10,16,10,+02:00,54250.0
2019-10-16 11:00:00+02:00,2019,10,16,11,+02:00,54600.0
2019-10-16 12:00:00+02:00,2019,10,16,12,+02:00,55100.0
2019-10-16 13:00:00+02:00,2019,10,16,13,+02:00,54750.0
2019-10-16 14:00:00+02:00,2019,10,16,14,+02:00,52950.0
2019-10-16 15:00:00+02:00,2019,10,16,15,+02:00,51500.0
2019-10-16 16:00:00+02:00,2019,10,16,16,+02:00,50150.0
2019-10-16 17:00:00+02:00,2019,10,16,17,+02:00,49550.0
2019-10-16 18:00:00+02:00,2019,10,16,18,+02:00,50950.0
2019-10-16 19:00:00+02:00,2019,10,16,19,+02:00,54950.0
2019-10-16 20:00:00+02:00,2019,10,16,20,+02:00,54600.0
2019-10-16 21:00:00+02:00,2019,10,16,21,+02:00,50100.0
2019-10-16 22:00:00+02:00,2019,10,16,22,+02:00,47850.0
2019-10-16 23:00:00+02:00,2019,10,16,23,+02:00,50050.0
2019-10-17 00:00:00+02:00,2019,10,17,0,+02:00,46800.0
2019-10-17 01:00:00+02:00,2019,10,17,1,+02:00,43300.0
2019-10-17 02:00:00+02:00,2019,10,17,2,+02:00,42150.0
2019-10-17 03:00:00+02:00,2019,10,17,3,+02:00,39550.0
